dataset,instancia,n,W,archivo
muchos,34,1000,5000,instancias/muchos/n1000_34.in
muchos,35,1000,5000,instancias/muchos/n1000_35.in
muchos,36,1000,5000,instancias/muchos/n1000_36.in
muchos,37,1000,5000,instancias/muchos/n1000_37.in
muchos,38,1000,5000,instancias/muchos/n1000_38.in
muchos,39,1000,5000,instancias/muchos/n1000_39.in
muchos,40,1000,5000,instancias/muchos/n1000_40.in
muchos,41,1000,5000,instancias/muchos/n1000_41.in
muchos,42,1000,5000,instancias/muchos/n1000_42.in
muchos,43,1000,5000,instancias/muchos/n1000_43.in
muchos,44,1000,5000,instancias/muchos/n1000_44.in
muchos,45,1000,5000,instancias/muchos/n1000_45.in
muchos,46,1000,5000,instancias/muchos/n1000_46.in
muchos,47,1000,5000,instancias/muchos/n1000_47.in
muchos,48,1000,5000,instancias/muchos/n1000_48.in
muchos,49,1000,5000,instancias/muchos/n1000_49.in
muchos,0,2000,5000,instancias/muchos/n2000_0.in
muchos,1,2000,5000,instancias/muchos/n2000_1.in
muchos,2,2000,5000,instancias/muchos/n2000_2.in
muchos,3,2000,5000,instancias/muchos/n2000_3.in
muchos,4,2000,5000,instancias/muchos/n2000_4.in
muchos,5,2000,5000,instancias/muchos/n2000_5.in
muchos,6,2000,5000,instancias/muchos/n2000_6.in
muchos,7,2000,5000,instancias/muchos/n2000_7.in
muchos,8,2000,5000,instancias/muchos/n2000_8.in
muchos,9,2000,5000,instancias/muchos/n2000_9.in
muchos,10,2000,5000,instancias/muchos/n2000_10.in
muchos,11,2000,5000,instancias/muchos/n2000_11.in
muchos,12,2000,5000,instancias/muchos/n2000_12.in
muchos,13,2000,5000,instancias/muchos/n2000_13.in
muchos,14,2000,5000,instancias/muchos/n2000_14.in
muchos,15,2000,5000,instancias/muchos/n2000_15.in
muchos,16,2000,5000,instancias/muchos/n2000_16.in
muchos,17,2000,5000,instancias/muchos/n2000_17.in
muchos,18,2000,5000,instancias/muchos/n2000_18.in
muchos,19,2000,5000,instancias/muchos/n2000_19.in
muchos,20,2000,5000,instancias/muchos/n2000_20.in
muchos,21,2000,5000,instancias/muchos/n2000_21.in
muchos,22,2000,5000,instancias/muchos/n2000_22.in
muchos,23,2000,5000,instancias/muchos/n2000_23.in
muchos,24,2000,5000,instancias/muchos/n2000_24.in
muchos,25,2000,5000,instancias/muchos/n2000_25.in
muchos,26,2000,5000,instancias/muchos/n2000_26.in
muchos,27,2000,5000,instancias/muchos/n2000_27.in
muchos,28,2000,5000,instancias/muchos/n2000_28.in
muchos,29,2000,5000,instancias/muchos/n2000_29.in
muchos,30,2000,5000,instancias/muchos/n2000_30.in
muchos,31,2000,5000,instancias/muchos/n2000_31.in
muchos,32,2000,5000,instancias/muchos/n2000_32.in
muchos,33,2000,5000,instancias/muchos/n2000_33.in
muchos,34,2000,5000,instancias/muchos/n2000_34.in
muchos,35,2000,5000,instancias/muchos/n2000_35.in
muchos,36,2000,5000,instancias/muchos/n2000_36.in
muchos,37,2000,5000,instancias/muchos/n2000_37.in
muchos,38,2000,5000,instancias/muchos/n2000_38.in
muchos,39,2000,5000,instancias/muchos/n2000_39.in
muchos,40,2000,5000,instancias/muchos/n2000_40.in
muchos,41,2000,5000,instancias/muchos/n2000_41.in
muchos,42,2000,5000,instancias/muchos/n2000_42.in
muchos,43,2000,5000,instancias/muchos/n2000_43.in
muchos,44,2000,5000,instancias/muchos/n2000_44.in
muchos,45,2000,5000,instancias/muchos/n2000_45.in
muchos,46,2000,5000,instancias/muchos/n2000_46.in
muchos,47,2000,5000,instancias/muchos/n2000_47.in
muchos,48,2000,5000,instancias/muchos/n2000_48.in
muchos,49,2000,5000,instancias/muchos/n2000_49.in
muchos,0,3000,5000,instancias/muchos/n3000_0.in
muchos,1,3000,5000,instancias/muchos/n3000_1.in
muchos,2,3000,5000,instancias/muchos/n3000_2.in
muchos,3,3000,5000,instancias/muchos/n3000_3.in
muchos,4,3000,5000,instancias/muchos/n3000_4.in
muchos,5,3000,5000,instancias/muchos/n3000_5.in
muchos,6,3000,5000,instancias/muchos/n3000_6.in
muchos,7,3000,5000,instancias/muchos/n3000_7.in
muchos,8,3000,5000,instancias/muchos/n3000_8.in
muchos,9,3000,5000,instancias/muchos/n3000_9.in
muchos,10,3000,5000,instancias/muchos/n3000_10.in
muchos,11,3000,5000,instancias/muchos/n3000_11.in
muchos,12,3000,5000,instancias/muchos/n3000_12.in
muchos,13,3000,5000,instancias/muchos/n3000_13.in
muchos,14,3000,5000,instancias/muchos/n3000_14.in
muchos,15,3000,5000,instancias/muchos/n3000_15.in
muchos,16,3000,5000,instancias/muchos/n3000_16.in
muchos,17,3000,5000,instancias/muchos/n3000_17.in
muchos,18,3000,5000,instancias/muchos/n3000_18.in
muchos,19,3000,5000,instancias/muchos/n3000_19.in
muchos,20,3000,5000,instancias/muchos/n3000_20.in
muchos,21,3000,5000,instancias/muchos/n3000_21.in
muchos,22,3000,5000,instancias/muchos/n3000_22.in
muchos,23,3000,5000,instancias/muchos/n3000_23.in
muchos,24,3000,5000,instancias/muchos/n3000_24.in
muchos,25,3000,5000,instancias/muchos/n3000_25.in
muchos,26,3000,5000,instancias/muchos/n3000_26.in
muchos,27,3000,5000,instancias/muchos/n3000_27.in
muchos,28,3000,5000,instancias/muchos/n3000_28.in
muchos,29,3000,5000,instancias/muchos/n3000_29.in
muchos,30,3000,5000,instancias/muchos/n3000_30.in
muchos,31,3000,5000,instancias/muchos/n3000_31.in
muchos,32,3000,5000,instancias/muchos/n3000_32.in
muchos,33,3000,5000,instancias/muchos/n3000_33.in
muchos,34,3000,5000,instancias/muchos/n3000_34.in
muchos,35,3000,5000,instancias/muchos/n3000_35.in
muchos,36,3000,5000,instancias/muchos/n3000_36.in
muchos,37,3000,5000,instancias/muchos/n3000_37.in
muchos,38,3000,5000,instancias/muchos/n3000_38.in
muchos,39,3000,5000,instancias/muchos/n3000_39.in
muchos,40,3000,5000,instancias/muchos/n3000_40.in
muchos,41,3000,5000,instancias/muchos/n3000_41.in
muchos,42,3000,5000,instancias/muchos/n3000_42.in
muchos,43,3000,5000,instancias/muchos/n3000_43.in
muchos,44,3000,5000,instancias/muchos/n3000_44.in
muchos,45,3000,5000,instancias/muchos/n3000_45.in
muchos,46,3000,5000,instancias/muchos/n3000_46.in
muchos,47,3000,5000,instancias/muchos/n3000_47.in
muchos,48,3000,5000,instancias/muchos/n3000_48.in
muchos,49,3000,5000,instancias/muchos/n3000_49.in
muchos,0,5000,5000,instancias/muchos/n5000_0.in
muchos,1,5000,5000,instancias/muchos/n5000_1.in
muchos,2,5000,5000,instancias/muchos/n5000_2.in
muchos,3,5000,5000,instancias/muchos/n5000_3.in
muchos,4,5000,5000,instancias/muchos/n5000_4.in
muchos,5,5000,5000,instancias/muchos/n5000_5.in
muchos,6,5000,5000,instancias/muchos/n5000_6.in
muchos,7,5000,5000,instancias/muchos/n5000_7.in
muchos,8,5000,5000,instancias/muchos/n5000_8.in
muchos,9,5000,5000,instancias/muchos/n5000_9.in
muchos,10,5000,5000,instancias/muchos/n5000_10.in
muchos,11,5000,5000,instancias/muchos/n5000_11.in
muchos,12,5000,5000,instancias/muchos/n5000_12.in
muchos,13,5000,5000,instancias/muchos/n5000_13.in
muchos,14,5000,5000,instancias/muchos/n5000_14.in
muchos,15,5000,5000,instancias/muchos/n5000_15.in
muchos,16,5000,5000,instancias/muchos/n5000_16.in
muchos,17,5000,5000,instancias/muchos/n5000_17.in
muchos,18,5000,5000,instancias/muchos/n5000_18.in
muchos,19,5000,5000,instancias/muchos/n5000_19.in
muchos,20,5000,5000,instancias/muchos/n5000_20.in
muchos,21,5000,5000,instancias/muchos/n5000_21.in
muchos,22,5000,5000,instancias/muchos/n5000_22.in
muchos,23,5000,5000,instancias/muchos/n5000_23.in
muchos,24,5000,5000,instancias/muchos/n5000_24.in
muchos,25,5000,5000,instancias/muchos/n5000_25.in
muchos,26,5000,5000,instancias/muchos/n5000_26.in
muchos,27,5000,5000,instancias/muchos/n5000_27.in
muchos,28,5000,5000,instancias/muchos/n5000_28.in
muchos,29,5000,5000,instancias/muchos/n5000_29.in
muchos,30,5000,5000,instancias/muchos/n5000_30.in
muchos,31,5000,5000,instancias/muchos/n5000_31.in
muchos,32,5000,5000,instancias/muchos/n5000_32.in
muchos,33,5000,5000,instancias/muchos/n5000_33.in
muchos,34,5000,5000,instancias/muchos/n5000_34.in
muchos,35,5000,5000,instancias/muchos/n5000_35.in
muchos,36,5000,5000,instancias/muchos/n5000_36.in
muchos,37,5000,5000,instancias/muchos/n5000_37.in
muchos,38,5000,5000,instancias/muchos/n5000_38.in
muchos,39,5000,5000,instancias/muchos/n5000_39.in
muchos,40,5000,5000,instancias/muchos/n5000_40.in
muchos,41,5000,5000,instancias/muchos/n5000_41.in
muchos,42,5000,5000,instancias/muchos/n5000_42.in
muchos,43,5000,5000,instancias/muchos/n5000_43.in
muchos,44,5000,5000,instancias/muchos/n5000_44.in
muchos,45,5000,5000,instancias/muchos/n5000_45.in
muchos,46,5000,5000,instancias/muchos/n5000_46.in
muchos,47,5000,5000,instancias/muchos/n5000_47.in
muchos,48,5000,5000,instancias/muchos/n5000_48.in
muchos,49,5000,5000,instancias/muchos/n5000_49.in
