dataset,instancia,n,W,archivo
fullRandom,507,3247,4134,instancias/fullRandom/507.in
fullRandom,508,3406,3996,instancias/fullRandom/508.in
fullRandom,509,288,4154,instancias/fullRandom/509.in
fullRandom,510,1923,4887,instancias/fullRandom/510.in
fullRandom,511,2128,289,instancias/fullRandom/511.in
fullRandom,512,1598,3244,instancias/fullRandom/512.in
fullRandom,513,2556,4340,instancias/fullRandom/513.in
fullRandom,514,4107,2743,instancias/fullRandom/514.in
fullRandom,515,3142,3695,instancias/fullRandom/515.in
fullRandom,516,120,4050,instancias/fullRandom/516.in
fullRandom,517,432,1349,instancias/fullRandom/517.in
fullRandom,518,797,1724,instancias/fullRandom/518.in
fullRandom,519,3105,2354,instancias/fullRandom/519.in
fullRandom,520,911,2338,instancias/fullRandom/520.in
fullRandom,521,4646,592,instancias/fullRandom/521.in
fullRandom,522,3074,1433,instancias/fullRandom/522.in
fullRandom,523,205,2783,instancias/fullRandom/523.in
fullRandom,524,2392,519,instancias/fullRandom/524.in
fullRandom,525,2206,808,instancias/fullRandom/525.in
fullRandom,526,838,319,instancias/fullRandom/526.in
fullRandom,527,868,1445,instancias/fullRandom/527.in
fullRandom,528,4998,2769,instancias/fullRandom/528.in
fullRandom,529,4617,1889,instancias/fullRandom/529.in
fullRandom,530,4665,4054,instancias/fullRandom/530.in
fullRandom,531,1495,4406,instancias/fullRandom/531.in
fullRandom,532,3034,2761,instancias/fullRandom/532.in
fullRandom,533,422,2543,instancias/fullRandom/533.in
fullRandom,534,3266,392,instancias/fullRandom/534.in
fullRandom,535,2217,1076,instancias/fullRandom/535.in
fullRandom,536,942,2715,instancias/fullRandom/536.in
fullRandom,537,3411,4825,instancias/fullRandom/537.in
fullRandom,538,908,3932,instancias/fullRandom/538.in
fullRandom,539,1047,3156,instancias/fullRandom/539.in
fullRandom,540,639,3733,instancias/fullRandom/540.in
fullRandom,541,3162,1056,instancias/fullRandom/541.in
fullRandom,542,844,476,instancias/fullRandom/542.in
fullRandom,543,1737,3034,instancias/fullRandom/543.in
fullRandom,544,2241,1091,instancias/fullRandom/544.in
fullRandom,545,703,2061,instancias/fullRandom/545.in
fullRandom,546,1457,980,instancias/fullRandom/546.in
fullRandom,547,3774,875,instancias/fullRandom/547.in
fullRandom,548,2040,3116,instancias/fullRandom/548.in
fullRandom,549,450,1409,instancias/fullRandom/549.in
fullRandom,550,2167,4209,instancias/fullRandom/550.in
fullRandom,551,2918,4623,instancias/fullRandom/551.in
fullRandom,552,93,3233,instancias/fullRandom/552.in
fullRandom,553,3326,3316,instancias/fullRandom/553.in
fullRandom,554,3944,4228,instancias/fullRandom/554.in
fullRandom,555,3218,470,instancias/fullRandom/555.in
fullRandom,556,2929,143,instancias/fullRandom/556.in
fullRandom,557,4735,3683,instancias/fullRandom/557.in
fullRandom,558,3542,1256,instancias/fullRandom/558.in
fullRandom,559,2836,3207,instancias/fullRandom/559.in
fullRandom,560,3152,915,instancias/fullRandom/560.in
fullRandom,561,4380,1729,instancias/fullRandom/561.in
fullRandom,562,4915,3563,instancias/fullRandom/562.in
fullRandom,563,1291,410,instancias/fullRandom/563.in
fullRandom,564,764,91,instancias/fullRandom/564.in
fullRandom,565,2826,4205,instancias/fullRandom/565.in
fullRandom,566,3399,1052,instancias/fullRandom/566.in
fullRandom,567,4971,2878,instancias/fullRandom/567.in
fullRandom,568,4041,842,instancias/fullRandom/568.in
fullRandom,569,672,1562,instancias/fullRandom/569.in
fullRandom,570,3023,1732,instancias/fullRandom/570.in
fullRandom,571,2208,1982,instancias/fullRandom/571.in
fullRandom,572,1031,3237,instancias/fullRandom/572.in
fullRandom,573,768,359,instancias/fullRandom/573.in
fullRandom,574,4419,3277,instancias/fullRandom/574.in
fullRandom,575,2578,4590,instancias/fullRandom/575.in
fullRandom,576,2491,4612,instancias/fullRandom/576.in
fullRandom,577,3118,2487,instancias/fullRandom/577.in
fullRandom,578,1678,2825,instancias/fullRandom/578.in
fullRandom,579,1014,2272,instancias/fullRandom/579.in
fullRandom,580,2477,888,instancias/fullRandom/580.in
fullRandom,581,3903,3254,instancias/fullRandom/581.in
fullRandom,582,2402,1904,instancias/fullRandom/582.in
fullRandom,583,183,3651,instancias/fullRandom/583.in
fullRandom,584,3075,2175,instancias/fullRandom/584.in
fullRandom,585,1293,1541,instancias/fullRandom/585.in
fullRandom,586,3973,700,instancias/fullRandom/586.in
fullRandom,587,1256,4782,instancias/fullRandom/587.in
fullRandom,588,3522,2987,instancias/fullRandom/588.in
fullRandom,589,4565,2194,instancias/fullRandom/589.in
fullRandom,590,3614,2927,instancias/fullRandom/590.in
fullRandom,591,3867,3937,instancias/fullRandom/591.in
fullRandom,592,3267,642,instancias/fullRandom/592.in
fullRandom,593,444,3318,instancias/fullRandom/593.in
fullRandom,594,1438,3283,instancias/fullRandom/594.in
fullRandom,595,4350,2126,instancias/fullRandom/595.in
fullRandom,596,418,2694,instancias/fullRandom/596.in
fullRandom,597,1852,1110,instancias/fullRandom/597.in
fullRandom,598,3518,4047,instancias/fullRandom/598.in
fullRandom,599,4822,4257,instancias/fullRandom/599.in
fullRandom,600,416,1134,instancias/fullRandom/600.in
fullRandom,601,4414,488,instancias/fullRandom/601.in
fullRandom,602,2518,3858,instancias/fullRandom/602.in
fullRandom,603,3055,4518,instancias/fullRandom/603.in
fullRandom,604,981,4711,instancias/fullRandom/604.in
fullRandom,605,1753,2740,instancias/fullRandom/605.in
fullRandom,606,2688,221,instancias/fullRandom/606.in
fullRandom,607,840,69,instancias/fullRandom/607.in
fullRandom,608,2269,3880,instancias/fullRandom/608.in
fullRandom,609,2607,583,instancias/fullRandom/609.in
fullRandom,610,4577,599,instancias/fullRandom/610.in
fullRandom,611,2824,1169,instancias/fullRandom/611.in
fullRandom,612,3428,1683,instancias/fullRandom/612.in
fullRandom,613,1879,2100,instancias/fullRandom/613.in
fullRandom,614,2288,735,instancias/fullRandom/614.in
fullRandom,615,3955,4769,instancias/fullRandom/615.in
fullRandom,616,2281,553,instancias/fullRandom/616.in
fullRandom,617,4538,2180,instancias/fullRandom/617.in
fullRandom,618,2560,2563,instancias/fullRandom/618.in
fullRandom,619,1081,2054,instancias/fullRandom/619.in
fullRandom,620,4833,752,instancias/fullRandom/620.in
fullRandom,621,4173,3570,instancias/fullRandom/621.in
fullRandom,622,1986,650,instancias/fullRandom/622.in
fullRandom,623,1130,1801,instancias/fullRandom/623.in
fullRandom,624,1325,4891,instancias/fullRandom/624.in
fullRandom,625,2290,1643,instancias/fullRandom/625.in
fullRandom,626,138,4627,instancias/fullRandom/626.in
fullRandom,627,2499,449,instancias/fullRandom/627.in
fullRandom,628,731,4516,instancias/fullRandom/628.in
fullRandom,629,1064,3579,instancias/fullRandom/629.in
fullRandom,630,1922,3101,instancias/fullRandom/630.in
fullRandom,631,3794,4036,instancias/fullRandom/631.in
fullRandom,632,467,2427,instancias/fullRandom/632.in
fullRandom,633,2979,1276,instancias/fullRandom/633.in
fullRandom,634,1894,680,instancias/fullRandom/634.in
fullRandom,635,4064,816,instancias/fullRandom/635.in
fullRandom,636,4863,4428,instancias/fullRandom/636.in
fullRandom,637,2246,525,instancias/fullRandom/637.in
fullRandom,638,2063,1030,instancias/fullRandom/638.in
fullRandom,639,2111,1957,instancias/fullRandom/639.in
fullRandom,640,775,4208,instancias/fullRandom/640.in
fullRandom,641,1310,2511,instancias/fullRandom/641.in
fullRandom,642,3025,4085,instancias/fullRandom/642.in
fullRandom,643,3585,3281,instancias/fullRandom/643.in
fullRandom,644,692,1608,instancias/fullRandom/644.in
fullRandom,645,4978,2256,instancias/fullRandom/645.in
fullRandom,646,28,2766,instancias/fullRandom/646.in
fullRandom,647,2825,3799,instancias/fullRandom/647.in
fullRandom,648,4720,2886,instancias/fullRandom/648.in
fullRandom,649,1973,1429,instancias/fullRandom/649.in
fullRandom,650,3334,1499,instancias/fullRandom/650.in
fullRandom,651,247,2552,instancias/fullRandom/651.in
fullRandom,652,40,2849,instancias/fullRandom/652.in
fullRandom,653,1344,88,instancias/fullRandom/653.in
fullRandom,654,1842,3221,instancias/fullRandom/654.in
fullRandom,655,2311,1136,instancias/fullRandom/655.in
fullRandom,656,273,1684,instancias/fullRandom/656.in
fullRandom,657,4399,322,instancias/fullRandom/657.in
fullRandom,658,233,3707,instancias/fullRandom/658.in
fullRandom,659,3491,955,instancias/fullRandom/659.in
fullRandom,660,4597,1366,instancias/fullRandom/660.in
fullRandom,661,1339,3481,instancias/fullRandom/661.in
fullRandom,662,2217,3992,instancias/fullRandom/662.in
fullRandom,663,2151,3161,instancias/fullRandom/663.in
fullRandom,664,2592,773,instancias/fullRandom/664.in
fullRandom,665,3685,3008,instancias/fullRandom/665.in
fullRandom,666,4690,840,instancias/fullRandom/666.in
fullRandom,667,4540,3109,instancias/fullRandom/667.in
fullRandom,668,293,4344,instancias/fullRandom/668.in
fullRandom,669,4482,4748,instancias/fullRandom/669.in
fullRandom,670,3574,1958,instancias/fullRandom/670.in
fullRandom,671,2698,2791,instancias/fullRandom/671.in
fullRandom,672,468,4755,instancias/fullRandom/672.in
fullRandom,673,4547,1335,instancias/fullRandom/673.in
fullRandom,674,3711,2524,instancias/fullRandom/674.in
fullRandom,675,1510,2333,instancias/fullRandom/675.in
fullRandom,676,3250,184,instancias/fullRandom/676.in
fullRandom,677,4188,1650,instancias/fullRandom/677.in
fullRandom,678,1481,3694,instancias/fullRandom/678.in
fullRandom,679,4790,4623,instancias/fullRandom/679.in
fullRandom,680,3307,422,instancias/fullRandom/680.in
fullRandom,681,3012,3323,instancias/fullRandom/681.in
fullRandom,682,3852,1490,instancias/fullRandom/682.in
fullRandom,683,1055,2832,instancias/fullRandom/683.in
fullRandom,684,1071,3673,instancias/fullRandom/684.in
fullRandom,685,2330,2113,instancias/fullRandom/685.in
fullRandom,686,1123,2658,instancias/fullRandom/686.in
fullRandom,687,4428,3981,instancias/fullRandom/687.in
fullRandom,688,4481,2628,instancias/fullRandom/688.in
fullRandom,689,2613,3055,instancias/fullRandom/689.in
fullRandom,690,1443,37,instancias/fullRandom/690.in
fullRandom,691,3616,1464,instancias/fullRandom/691.in
fullRandom,692,3253,665,instancias/fullRandom/692.in
fullRandom,693,2879,213,instancias/fullRandom/693.in
fullRandom,694,3241,3975,instancias/fullRandom/694.in
fullRandom,695,3547,4017,instancias/fullRandom/695.in
fullRandom,696,1414,4972,instancias/fullRandom/696.in
fullRandom,697,376,3184,instancias/fullRandom/697.in
fullRandom,698,3852,1527,instancias/fullRandom/698.in
fullRandom,699,2334,3831,instancias/fullRandom/699.in
