dataset,n,R,metodo,tiempo
uniformeR,558,1,DP,0.0397
uniformeR,2331,1,DP,0.2478
uniformeR,4955,1,DP,0.4247
uniformeR,4305,1,DP,0.4942
uniformeR,1803,1,DP,0.1266
uniformeR,994,1,DP,0.0823
uniformeR,4697,1,DP,0.3607
uniformeR,3447,1,DP,0.3974
uniformeR,2364,1,DP,0.2162
uniformeR,4974,1,DP,0.4301
uniformeR,147,1,DP,0.0115
uniformeR,1079,1,DP,0.0787
uniformeR,624,1,DP,0.0429
uniformeR,1447,1,DP,0.1473
uniformeR,985,1,DP,0.0688
uniformeR,2967,1,DP,0.2081
uniformeR,420,1,DP,0.0283
uniformeR,1188,1,DP,0.1086
uniformeR,2068,1,DP,0.2221
uniformeR,2042,1,DP,0.1391
uniformeR,3588,1,DP,0.2482
uniformeR,3108,1,DP,0.2274
uniformeR,1374,1,DP,0.0947
uniformeR,3544,1,DP,0.2695
uniformeR,1873,1,DP,0.1606
uniformeR,4359,1,DP,0.3532
uniformeR,2487,1,DP,0.2211
uniformeR,2087,1,DP,0.1681
uniformeR,282,1,DP,0.0202
uniformeR,3899,1,DP,0.3581
uniformeR,2128,1,DP,0.154
uniformeR,4151,3,DP,0.3302
uniformeR,4217,3,DP,0.3423
uniformeR,1847,3,DP,0.1383
uniformeR,497,3,DP,0.0356
uniformeR,2525,3,DP,0.1878
uniformeR,4677,3,DP,0.3305
uniformeR,4396,3,DP,0.4121
uniformeR,4964,3,DP,0.4559
uniformeR,3189,3,DP,0.2786
uniformeR,1496,3,DP,0.1043
uniformeR,4122,3,DP,0.3488
uniformeR,727,3,DP,0.0765
uniformeR,1734,3,DP,0.1373
uniformeR,4798,3,DP,0.4729
uniformeR,2611,3,DP,0.356
uniformeR,1001,3,DP,0.1029
uniformeR,5,3,DP,0.0018
uniformeR,1498,3,DP,0.1384
uniformeR,3699,3,DP,0.3023
uniformeR,1427,3,DP,0.1062
uniformeR,2200,3,DP,0.1943
uniformeR,4796,3,DP,0.4619
uniformeR,3417,3,DP,0.2558
uniformeR,458,3,DP,0.0311
uniformeR,4066,3,DP,0.3944
uniformeR,2992,3,DP,0.2802
uniformeR,4388,3,DP,0.3785
uniformeR,572,3,DP,0.0463
uniformeR,653,3,DP,0.0847
uniformeR,3153,3,DP,0.3054
uniformeR,2873,3,DP,0.2652
uniformeR,3802,3,DP,0.3621
uniformeR,1580,3,DP,0.129
uniformeR,2794,3,DP,0.2054
uniformeR,3452,3,DP,0.2726
uniformeR,4526,3,DP,0.4285
uniformeR,3942,3,DP,0.3058
uniformeR,177,3,DP,0.013
uniformeR,3287,3,DP,0.2421
uniformeR,3739,3,DP,0.407
uniformeR,3941,3,DP,0.4189
uniformeR,1786,3,DP,0.1463
uniformeR,3581,3,DP,0.329
uniformeR,1985,3,DP,0.1871
uniformeR,3004,3,DP,0.2541
uniformeR,3534,3,DP,0.2489
uniformeR,2952,3,DP,0.2099
uniformeR,667,3,DP,0.0445
uniformeR,3923,3,DP,0.7839
uniformeR,3958,3,DP,0.4432
uniformeR,1985,5,DP,0.1471
uniformeR,2873,5,DP,0.2166
uniformeR,1967,5,DP,0.1521
uniformeR,3431,5,DP,0.2892
uniformeR,4065,5,DP,0.4411
uniformeR,1252,5,DP,0.102
uniformeR,4606,5,DP,0.3778
uniformeR,2983,5,DP,0.2447
uniformeR,4306,5,DP,0.4179
uniformeR,501,5,DP,0.0385
uniformeR,3496,5,DP,0.3456
uniformeR,1737,5,DP,0.1517
uniformeR,3835,5,DP,0.3443
uniformeR,4132,5,DP,0.3515
uniformeR,2650,5,DP,0.1848
uniformeR,2504,5,DP,0.3452
uniformeR,139,5,DP,0.01
uniformeR,3548,5,DP,0.2912
uniformeR,311,5,DP,0.046
uniformeR,2011,5,DP,0.1417
uniformeR,1877,5,DP,0.1907
uniformeR,395,5,DP,0.0294
uniformeR,2437,5,DP,0.2045
uniformeR,4336,5,DP,0.3356
uniformeR,1856,5,DP,0.1605
uniformeR,3228,5,DP,0.4264
uniformeR,2214,5,DP,0.1824
uniformeR,3630,5,DP,0.3145
uniformeR,21,5,DP,0.0025
uniformeR,30,5,DP,0.0026
uniformeR,1440,5,DP,0.1493
uniformeR,4048,5,DP,0.332
uniformeR,3132,5,DP,0.2308
uniformeR,1007,5,DP,0.0847
uniformeR,816,5,DP,0.0559
uniformeR,2614,5,DP,0.2025
uniformeR,1442,5,DP,0.1211
uniformeR,665,5,DP,0.0506
uniformeR,4926,5,DP,0.4279
uniformeR,4978,5,DP,2.432
uniformeR,451,5,DP,0.04
uniformeR,1234,5,DP,0.1453
uniformeR,125,5,DP,0.0107
uniformeR,3159,5,DP,0.2401
uniformeR,2006,5,DP,0.2265
uniformeR,2985,5,DP,0.3263
uniformeR,1800,5,DP,0.2443
uniformeR,2577,5,DP,0.2525
uniformeR,3725,5,DP,0.7836
uniformeR,2809,5,DP,0.2219
uniformeR,1545,10,DP,0.1321
uniformeR,92,10,DP,0.0079
uniformeR,284,10,DP,0.0242
uniformeR,762,10,DP,0.0746
uniformeR,709,10,DP,0.0779
uniformeR,1632,10,DP,0.1491
uniformeR,2641,10,DP,0.2922
uniformeR,424,10,DP,0.0545
uniformeR,3753,10,DP,0.3076
uniformeR,3651,10,DP,0.4867
uniformeR,1044,10,DP,0.0913
uniformeR,1272,10,DP,0.148
uniformeR,2696,10,DP,0.2358
uniformeR,4325,10,DP,0.4137
uniformeR,481,10,DP,0.0378
uniformeR,3926,10,DP,0.3677
uniformeR,2166,10,DP,0.2464
uniformeR,4077,10,DP,0.5467
uniformeR,4683,10,DP,0.443
uniformeR,669,10,DP,0.0548
uniformeR,523,10,DP,0.0419
uniformeR,2656,10,DP,0.4994
uniformeR,3178,10,DP,0.8234
uniformeR,3757,10,DP,0.4689
uniformeR,164,10,DP,0.0151
uniformeR,85,10,DP,0.0096
uniformeR,2302,10,DP,0.2154
uniformeR,789,10,DP,0.0714
uniformeR,1763,10,DP,0.187
uniformeR,4308,10,DP,0.7171
uniformeR,4738,10,DP,0.5011
uniformeR,4368,10,DP,1.5852
uniformeR,1241,10,DP,0.1495
uniformeR,4956,10,DP,0.4756
uniformeR,3092,10,DP,0.3186
uniformeR,1541,10,DP,0.1215
uniformeR,4366,10,DP,0.6016
uniformeR,4081,10,DP,0.6124
uniformeR,3211,10,DP,0.3227
uniformeR,4692,10,DP,0.4978
uniformeR,1035,10,DP,0.1124
uniformeR,3687,10,DP,0.5195
uniformeR,26,10,DP,0.0024
uniformeR,1847,10,DP,0.1976
uniformeR,2414,10,DP,0.2462
uniformeR,4398,10,DP,0.4437
uniformeR,991,10,DP,0.0929
uniformeR,1821,10,DP,0.1546
uniformeR,1774,10,DP,0.1673
uniformeR,2151,10,DP,0.1891
uniformeR,1553,25,DP,0.1644
uniformeR,2355,25,DP,0.317
uniformeR,3660,25,DP,0.4296
uniformeR,3782,25,DP,0.4701
uniformeR,4897,25,DP,0.5971
uniformeR,165,25,DP,0.0174
uniformeR,2206,25,DP,0.2319
uniformeR,2116,25,DP,0.2394
uniformeR,4137,25,DP,0.4489
uniformeR,1247,25,DP,0.1667
uniformeR,1092,25,DP,0.1195
uniformeR,2251,25,DP,0.2199
uniformeR,3204,25,DP,0.4892
uniformeR,1189,25,DP,0.1151
uniformeR,1087,25,DP,0.1103
uniformeR,4712,25,DP,0.521
uniformeR,794,25,DP,0.0789
uniformeR,3049,25,DP,0.3693
uniformeR,3303,25,DP,0.3475
uniformeR,100,25,DP,0.0081
uniformeR,2739,25,DP,0.292
uniformeR,4687,25,DP,0.4843
uniformeR,2911,25,DP,0.4291
uniformeR,2952,25,DP,0.702
uniformeR,4659,25,DP,0.6891
uniformeR,2769,25,DP,0.3474
uniformeR,1786,25,DP,0.2193
uniformeR,837,25,DP,0.2087
uniformeR,4063,25,DP,0.4866
uniformeR,1218,25,DP,0.1193
uniformeR,3577,25,DP,0.4142
uniformeR,4706,25,DP,0.7217
uniformeR,511,25,DP,0.0618
uniformeR,1968,25,DP,0.2124
uniformeR,4406,25,DP,0.6336
uniformeR,4098,25,DP,1.1782
uniformeR,1083,25,DP,0.1264
uniformeR,4316,25,DP,0.6632
uniformeR,3587,25,DP,0.5113
uniformeR,2942,25,DP,0.3313
uniformeR,2818,25,DP,0.291
uniformeR,3321,25,DP,0.5457
uniformeR,1851,25,DP,0.3073
uniformeR,2555,25,DP,0.2887
uniformeR,4579,25,DP,0.554
uniformeR,3210,25,DP,0.6463
uniformeR,4133,25,DP,0.5651
uniformeR,3422,25,DP,0.5315
uniformeR,491,25,DP,0.057
uniformeR,2284,25,DP,0.3102
uniformeR,408,50,DP,0.0602
uniformeR,4688,50,DP,0.7417
uniformeR,1691,50,DP,0.2946
uniformeR,1681,50,DP,0.2609
uniformeR,3502,50,DP,0.6647
uniformeR,609,50,DP,0.0999
uniformeR,167,50,DP,0.0236
uniformeR,1099,50,DP,0.2261
uniformeR,2878,50,DP,0.4742
uniformeR,1217,50,DP,0.2731
uniformeR,2866,50,DP,0.4353
uniformeR,696,50,DP,0.1038
uniformeR,2184,50,DP,0.324
uniformeR,3955,50,DP,1.026
uniformeR,3675,50,DP,1.0408
uniformeR,4380,50,DP,0.67
uniformeR,4913,50,DP,0.8386
uniformeR,756,50,DP,0.1052
uniformeR,2634,50,DP,0.5572
uniformeR,3106,50,DP,0.5642
uniformeR,424,50,DP,0.0614
uniformeR,863,50,DP,0.2148
uniformeR,3885,50,DP,0.6417
uniformeR,3014,50,DP,0.5522
uniformeR,3090,50,DP,0.4562
uniformeR,573,50,DP,0.0783
uniformeR,2276,50,DP,0.3576
uniformeR,2260,50,DP,0.4321
uniformeR,3633,50,DP,0.6928
uniformeR,1389,50,DP,0.2974
uniformeR,631,50,DP,0.1084
uniformeR,4330,50,DP,0.6523
uniformeR,1356,50,DP,0.2777
uniformeR,2199,50,DP,0.4129
uniformeR,3423,50,DP,0.6514
uniformeR,1725,50,DP,0.3426
uniformeR,978,50,DP,0.2438
uniformeR,2124,50,DP,0.3787
uniformeR,2915,50,DP,0.4435
uniformeR,1070,50,DP,0.1605
uniformeR,2568,50,DP,0.5442
uniformeR,349,50,DP,0.07
uniformeR,2549,50,DP,0.4838
uniformeR,1110,50,DP,0.2407
uniformeR,1510,50,DP,0.2849
uniformeR,1172,50,DP,0.1833
uniformeR,164,50,DP,0.0213
uniformeR,339,50,DP,0.057
uniformeR,829,50,DP,0.1196
uniformeR,1523,50,DP,0.2894
uniformeR,1047,75,DP,0.3113
uniformeR,492,75,DP,0.1009
uniformeR,271,75,DP,0.058
uniformeR,577,75,DP,0.106
uniformeR,2862,75,DP,0.8368
uniformeR,1845,75,DP,0.4139
uniformeR,2126,75,DP,0.3822
uniformeR,607,75,DP,0.1391
uniformeR,2902,75,DP,0.7595
uniformeR,2281,75,DP,0.4168
uniformeR,904,75,DP,0.166
uniformeR,536,75,DP,0.1011
uniformeR,572,75,DP,0.1149
uniformeR,1702,75,DP,0.3705
uniformeR,2862,75,DP,0.4922
uniformeR,3431,75,DP,0.9207
uniformeR,132,75,DP,0.0234
uniformeR,2557,75,DP,0.5169
uniformeR,3414,75,DP,0.891
uniformeR,2227,75,DP,0.4437
uniformeR,3148,75,DP,0.7249
uniformeR,3873,75,DP,0.7981
uniformeR,2838,75,DP,0.7183
uniformeR,2259,75,DP,0.5046
uniformeR,2908,75,DP,0.5372
uniformeR,4347,75,DP,0.8756
uniformeR,4068,75,DP,0.8926
uniformeR,617,75,DP,0.1192
uniformeR,844,75,DP,0.1848
uniformeR,476,75,DP,0.0934
uniformeR,4562,75,DP,1.174
uniformeR,1599,75,DP,0.2794
uniformeR,747,75,DP,0.1689
uniformeR,387,75,DP,0.0865
uniformeR,3476,75,DP,0.7525
uniformeR,4054,75,DP,0.8019
uniformeR,70,75,DP,0.0136
uniformeR,4473,75,DP,0.8739
uniformeR,4442,75,DP,0.8753
uniformeR,380,75,DP,0.069
uniformeR,4497,75,DP,0.9401
uniformeR,1971,75,DP,0.3834
uniformeR,3532,75,DP,0.6989
uniformeR,4846,75,DP,0.9059
uniformeR,4600,75,DP,0.8693
uniformeR,3684,75,DP,0.8485
uniformeR,592,75,DP,0.1197
uniformeR,2452,75,DP,0.4597
uniformeR,3995,75,DP,0.93
uniformeR,4687,75,DP,1.0539
uniformeR,800,100,DP,0.2644
uniformeR,1,100,DP,0.002
uniformeR,1301,100,DP,0.3299
uniformeR,19,100,DP,0.006
uniformeR,3726,100,DP,1.3834
uniformeR,8,100,DP,0.0081
uniformeR,4515,100,DP,2.177
uniformeR,2383,100,DP,0.8943
uniformeR,2609,100,DP,1.0126
uniformeR,3348,100,DP,2.0537
uniformeR,204,100,DP,0.0983
uniformeR,3766,100,DP,1.2601
uniformeR,3985,100,DP,2.62
uniformeR,3791,100,DP,3.1741
uniformeR,3868,100,DP,1.6987
uniformeR,534,100,DP,0.1696
uniformeR,381,100,DP,0.1153
uniformeR,289,100,DP,0.1497
uniformeR,299,100,DP,0.0623
uniformeR,764,100,DP,0.1654
uniformeR,3386,100,DP,0.7919
uniformeR,200,100,DP,0.0564
uniformeR,1686,100,DP,0.5
uniformeR,1636,100,DP,0.3473
uniformeR,2602,100,DP,0.5917
uniformeR,1967,100,DP,0.9547
uniformeR,380,100,DP,0.0852
uniformeR,1019,100,DP,0.2483
uniformeR,1713,100,DP,0.4421
uniformeR,1811,100,DP,0.4863
uniformeR,3262,100,DP,0.814
uniformeR,3821,100,DP,1.4332
uniformeR,1369,100,DP,0.3397
uniformeR,2907,100,DP,0.783
uniformeR,3926,100,DP,2.2655
uniformeR,2358,100,DP,2.5972
uniformeR,1477,100,DP,0.6262
uniformeR,3566,100,DP,3.5719
uniformeR,1096,100,DP,0.6143
uniformeR,2046,100,DP,1.8753
uniformeR,1534,100,DP,0.7283
uniformeR,4810,100,DP,1.6566
uniformeR,4932,100,DP,1.4545
uniformeR,160,100,DP,0.0389
uniformeR,4467,100,DP,1.3767
uniformeR,3213,100,DP,1.1557
uniformeR,4474,100,DP,1.4883
uniformeR,837,100,DP,0.3268
uniformeR,2746,100,DP,0.7707
uniformeR,3615,100,DP,1.1125
uniformeR,283,250,DP,0.1771
uniformeR,2658,250,DP,1.3507
uniformeR,4329,250,DP,2.3281
uniformeR,1421,250,DP,0.881
uniformeR,1712,250,DP,1.2634
uniformeR,25,250,DP,0.0139
uniformeR,1212,250,DP,0.7256
uniformeR,34,250,DP,0.0173
uniformeR,1784,250,DP,1.1014
uniformeR,4378,250,DP,2.5555
uniformeR,4700,250,DP,5.3647
uniformeR,4544,250,DP,3.4684
uniformeR,1897,250,DP,1.8154
uniformeR,2828,250,DP,1.5619
uniformeR,145,250,DP,0.0771
uniformeR,3747,250,DP,2.5584
uniformeR,796,250,DP,0.4733
uniformeR,3918,250,DP,2.2194
uniformeR,102,250,DP,0.0529
uniformeR,545,250,DP,0.2972
uniformeR,493,250,DP,0.2429
uniformeR,1029,250,DP,0.5878
uniformeR,1548,250,DP,0.8389
uniformeR,1496,250,DP,0.7935
uniformeR,3909,250,DP,2.6073
uniformeR,4033,250,DP,2.5575
uniformeR,26,250,DP,0.0161
uniformeR,2607,250,DP,1.784
uniformeR,4505,250,DP,2.8985
uniformeR,847,250,DP,0.3795
uniformeR,2176,250,DP,1.3173
uniformeR,2496,250,DP,1.4102
uniformeR,4897,250,DP,2.8997
uniformeR,4959,250,DP,3.4312
uniformeR,1081,250,DP,0.5712
uniformeR,663,250,DP,0.3512
uniformeR,3068,250,DP,1.6172
uniformeR,4673,250,DP,2.4839
uniformeR,3090,250,DP,1.4822
uniformeR,3360,250,DP,2.1533
uniformeR,179,250,DP,0.1399
uniformeR,4393,250,DP,3.4986
uniformeR,3971,250,DP,2.4371
uniformeR,2244,250,DP,1.016
uniformeR,4085,250,DP,1.8732
uniformeR,1818,250,DP,0.8417
uniformeR,1388,250,DP,0.7553
uniformeR,315,250,DP,0.1973
uniformeR,1111,250,DP,0.6336
uniformeR,1825,250,DP,0.9739
uniformeR,4289,500,DP,5.7861
uniformeR,3617,500,DP,3.2369
uniformeR,1348,500,DP,1.7224
uniformeR,4005,500,DP,4.1649
uniformeR,4320,500,DP,4.6412
uniformeR,1000,500,DP,0.9872
uniformeR,3024,500,DP,4.6282
uniformeR,652,500,DP,0.6018
uniformeR,1595,500,DP,1.5496
uniformeR,3290,500,DP,3.426
uniformeR,3508,500,DP,3.2057
uniformeR,4593,500,DP,4.5364
uniformeR,1919,500,DP,1.8183
uniformeR,4726,500,DP,6.1297
uniformeR,1,500,DP,0.0058
uniformeR,1152,500,DP,2.7098
uniformeR,4180,500,DP,8.4799
uniformeR,1606,500,DP,1.4799
uniformeR,3539,500,DP,3.8787
uniformeR,2277,500,DP,2.2874
uniformeR,4306,500,DP,3.7242
uniformeR,722,500,DP,0.6389
uniformeR,2611,500,DP,2.2475
uniformeR,3573,500,DP,7.353
uniformeR,2489,500,DP,2.4795
uniformeR,235,500,DP,0.2213
uniformeR,3336,500,DP,3.3019
uniformeR,4914,500,DP,4.52
uniformeR,1673,500,DP,1.618
uniformeR,2732,500,DP,3.1971
uniformeR,1015,500,DP,1.0678
uniformeR,3178,500,DP,2.8644
uniformeR,4078,500,DP,5.1833
uniformeR,1640,500,DP,1.7195
uniformeR,682,500,DP,0.6775
uniformeR,1435,500,DP,1.3281
uniformeR,3221,500,DP,3.2382
uniformeR,3999,500,DP,3.7816
uniformeR,168,500,DP,0.1698
uniformeR,2099,500,DP,2.3451
uniformeR,599,500,DP,0.6544
uniformeR,1338,500,DP,1.8177
uniformeR,4663,500,DP,5.5047
uniformeR,3012,500,DP,3.8685
uniformeR,3977,500,DP,4.2773
uniformeR,3650,500,DP,5.0567
uniformeR,2358,500,DP,5.882
uniformeR,1792,500,DP,3.1407
uniformeR,2756,500,DP,2.7665
uniformeR,4567,500,DP,4.2637
uniformeR,1415,1000,DP,3.6698
uniformeR,626,1000,DP,1.1944
uniformeR,285,1000,DP,0.6102
uniformeR,3072,1000,DP,7.4164
uniformeR,4998,1000,DP,8.2399
uniformeR,1469,1000,DP,2.7641
uniformeR,1739,1000,DP,3.1914
uniformeR,3599,1000,DP,6.3727
uniformeR,4065,1000,DP,12.8598
uniformeR,4194,1000,DP,9.3683
uniformeR,1077,1000,DP,2.5559
uniformeR,2464,1000,DP,6.9336
uniformeR,2851,1000,DP,5.5721
uniformeR,2445,1000,DP,6.2215
uniformeR,3426,1000,DP,6.5034
uniformeR,4417,1000,DP,9.6873
uniformeR,1515,1000,DP,3.4111
uniformeR,1784,1000,DP,3.3
uniformeR,56,1000,DP,0.0898
uniformeR,3796,1000,DP,7.4312
uniformeR,4492,1000,DP,8.6314
uniformeR,2241,1000,DP,4.5959
uniformeR,3230,1000,DP,6.653
uniformeR,456,1000,DP,0.8137
uniformeR,4541,1000,DP,11.1378
uniformeR,1369,1000,DP,2.8163
uniformeR,4371,1000,DP,7.8168
uniformeR,4380,1000,DP,7.6099
uniformeR,2941,1000,DP,5.7401
uniformeR,4063,1000,DP,10.3969
uniformeR,4052,1000,DP,10.6074
uniformeR,852,1000,DP,2.4179
uniformeR,24,1000,DP,0.0561
uniformeR,3368,1000,DP,8.7853
uniformeR,3034,1000,DP,5.7011
uniformeR,3005,1000,DP,5.0115
uniformeR,1198,1000,DP,2.0007
uniformeR,4619,1000,DP,9.5615
uniformeR,893,1000,DP,1.5649
uniformeR,3944,1000,DP,7.5029
uniformeR,1435,1000,DP,2.9691
uniformeR,3308,1000,DP,6.8266
uniformeR,1671,1000,DP,3.8038
uniformeR,988,1000,DP,1.8174
uniformeR,4316,1000,DP,8.3979
uniformeR,4559,1000,DP,8.5169
uniformeR,2799,1000,DP,7.7285
uniformeR,3278,1000,DP,6.9876
uniformeR,1685,1000,DP,3.3032
uniformeR,2820,1000,DP,4.9393
uniformeR,4622,2000,DP,18.3796
uniformeR,451,2000,DP,1.6812
uniformeR,2242,2000,DP,9.2868
uniformeR,726,2000,DP,2.395
uniformeR,1977,2000,DP,7.4064
uniformeR,11,2000,DP,0.0372
uniformeR,1632,2000,DP,6.0925
uniformeR,3599,2000,DP,14.6332
uniformeR,514,2000,DP,1.901
uniformeR,1840,2000,DP,6.2436
uniformeR,2337,2000,DP,8.9745
uniformeR,1886,2000,DP,8.4688
uniformeR,4960,2000,DP,22.6635
uniformeR,4981,2000,DP,22.8638
uniformeR,4465,2000,DP,18.836
uniformeR,2370,2000,DP,11.2937
uniformeR,1868,2000,DP,6.9159
uniformeR,1226,2000,DP,4.5665
uniformeR,2011,2000,DP,7.3761
uniformeR,4285,2000,DP,19.9769
uniformeR,648,2000,DP,2.7967
uniformeR,419,2000,DP,1.7949
uniformeR,2953,2000,DP,11.6684
uniformeR,3551,2000,DP,19.3894
uniformeR,780,2000,DP,3.1891
uniformeR,3857,2000,DP,15.037
uniformeR,4472,2000,DP,17.3982
uniformeR,4521,2000,DP,17.755
uniformeR,2550,2000,DP,12.8961
uniformeR,4701,2000,DP,19.4632
uniformeR,3555,2000,DP,12.2939
uniformeR,2869,2000,DP,12.8164
uniformeR,622,2000,DP,4.4571
uniformeR,4376,2000,DP,16.9225
uniformeR,2428,2000,DP,11.2072
uniformeR,666,2000,DP,2.544
uniformeR,2180,2000,DP,11.1792
uniformeR,2452,2000,DP,12.0911
uniformeR,3952,2000,DP,19.9019
uniformeR,4287,2000,DP,28.8928
uniformeR,2086,2000,DP,8.0176
uniformeR,3741,2000,DP,19.8767
uniformeR,1002,2000,DP,3.7352
uniformeR,2041,2000,DP,8.3506
uniformeR,617,2000,DP,3.0689
uniformeR,781,2000,DP,3.9213
uniformeR,3324,2000,DP,13.3609
uniformeR,3971,2000,DP,19.1593
uniformeR,2042,2000,DP,10.3564
uniformeR,2178,2000,DP,8.8688
uniformeR,3774,3000,DP,22.0724
uniformeR,1625,3000,DP,9.828
uniformeR,4671,3000,DP,29.0612
uniformeR,2803,3000,DP,14.7318
uniformeR,2812,3000,DP,16.206
uniformeR,650,3000,DP,3.4684
uniformeR,1760,3000,DP,11.4446
uniformeR,3606,3000,DP,21.592
uniformeR,2550,3000,DP,13.5296
uniformeR,3773,3000,DP,19.0676
uniformeR,3045,3000,DP,19.9138
uniformeR,2954,3000,DP,20.7352
uniformeR,3531,3000,DP,22.649
uniformeR,255,3000,DP,1.3564
uniformeR,3761,3000,DP,23.7374
uniformeR,3510,3000,DP,18.6524
uniformeR,2307,3000,DP,15.3397
uniformeR,2486,3000,DP,13.7046
uniformeR,3853,3000,DP,23.4274
uniformeR,2236,3000,DP,12.8561
uniformeR,4538,3000,DP,24.3713
uniformeR,718,3000,DP,4.2612
uniformeR,2935,3000,DP,16.4389
uniformeR,8,3000,DP,0.0418
uniformeR,1620,3000,DP,8.88
uniformeR,1586,3000,DP,9.2238
uniformeR,2794,3000,DP,16.493
uniformeR,4003,3000,DP,21.5911
uniformeR,2051,3000,DP,20.1352
uniformeR,1239,3000,DP,11.7314
uniformeR,2276,3000,DP,13.1921
uniformeR,80,3000,DP,0.4998
uniformeR,3,3000,DP,0.0186
uniformeR,657,3000,DP,4.3298
uniformeR,926,3000,DP,5.5419
uniformeR,1179,3000,DP,6.4787
uniformeR,2045,3000,DP,13.6394
uniformeR,525,3000,DP,2.6834
uniformeR,4716,3000,DP,30.776
uniformeR,1294,3000,DP,7.9027
uniformeR,579,3000,DP,3.6285
uniformeR,2363,3000,DP,13.9434
uniformeR,2786,3000,DP,15.8268
uniformeR,2380,3000,DP,15.597
uniformeR,4059,3000,DP,25.3711
uniformeR,3825,3000,DP,22.7321
uniformeR,4563,3000,DP,30.9498
uniformeR,3986,3000,DP,22.1634
uniformeR,233,3000,DP,1.9196
uniformeR,3617,3000,DP,30.8797
uniformeR,3428,5000,DP,41.0309
uniformeR,198,5000,DP,2.7394
uniformeR,2521,5000,DP,41.9541
uniformeR,4050,5000,DP,56.0737
uniformeR,633,5000,DP,9.4965
uniformeR,4906,5000,DP,51.3781
uniformeR,1430,5000,DP,29.0502
uniformeR,4241,5000,DP,59.8454
uniformeR,2310,5000,DP,21.9186
uniformeR,218,5000,DP,2.3568
uniformeR,482,5000,DP,5.49
uniformeR,612,5000,DP,9.0538
uniformeR,4614,5000,DP,45.3647
uniformeR,1255,5000,DP,13.3323
uniformeR,3561,5000,DP,31.001
uniformeR,666,5000,DP,6.6021
uniformeR,2117,5000,DP,18.2915
uniformeR,3503,5000,DP,29.6526
uniformeR,4024,5000,DP,49.1755
uniformeR,937,5000,DP,10.9904
uniformeR,4064,5000,DP,42.5324
uniformeR,1651,5000,DP,19.6817
uniformeR,4574,5000,DP,53.4065
uniformeR,1700,5000,DP,24.0816
uniformeR,4738,5000,DP,49.9052
uniformeR,3010,5000,DP,35.3504
uniformeR,544,5000,DP,5.1775
uniformeR,4529,5000,DP,41.8092
uniformeR,4894,5000,DP,41.6714
uniformeR,422,5000,DP,4.0458
uniformeR,1169,5000,DP,19.0922
uniformeR,418,5000,DP,4.7817
uniformeR,3759,5000,DP,52.0706
uniformeR,479,5000,DP,7.4594
uniformeR,1100,5000,DP,15.5552
uniformeR,1046,5000,DP,13.0971
uniformeR,1120,5000,DP,14.7221
uniformeR,367,5000,DP,5.9658
uniformeR,867,5000,DP,9.4089
uniformeR,2787,5000,DP,25.2509
uniformeR,3386,5000,DP,38.7305
uniformeR,1391,5000,DP,17.6118
uniformeR,3852,5000,DP,38.9482
uniformeR,835,5000,DP,9.7131
uniformeR,2799,5000,DP,32.0974
uniformeR,274,5000,DP,2.6148
uniformeR,3044,5000,DP,36.4278
uniformeR,516,5000,DP,5.1915
uniformeR,2949,5000,DP,28.982
uniformeR,2701,5000,DP,30.0584
uniforme,1,1443,DP,0.005
uniforme,1,496,DP,0.0063
uniforme,1,281,DP,0.0034
uniforme,1,2008,DP,0.01
uniforme,1,4242,DP,0.0162
uniforme,1,4497,DP,0.0161
uniforme,1,1788,DP,0.0069
uniforme,1,3682,DP,0.0154
uniforme,1,914,DP,0.0036
uniforme,1,2115,DP,0.0104
uniforme,1,76,DP,0.0019
uniforme,1,2786,DP,0.0116
uniforme,1,3212,DP,0.0124
uniforme,1,2150,DP,0.0108
uniforme,1,4100,DP,0.0189
uniforme,1,4317,DP,0.0156
uniforme,1,4814,DP,0.0194
uniforme,1,197,DP,0.0031
uniforme,1,4925,DP,0.0176
uniforme,1,2268,DP,0.009
uniforme,1,715,DP,0.0033
uniforme,1,4760,DP,0.0168
uniforme,1,1408,DP,0.0049
uniforme,1,3659,DP,0.0138
uniforme,1,2444,DP,0.013
uniforme,1,621,DP,0.004
uniforme,1,1916,DP,0.0073
uniforme,1,1667,DP,0.0079
uniforme,1,1719,DP,0.0067
uniforme,1,1756,DP,0.0085
uniforme,1,213,DP,0.0019
uniforme,1,767,DP,0.0035
uniforme,1,4030,DP,0.0175
uniforme,1,4380,DP,0.0156
uniforme,1,102,DP,0.002
uniforme,1,4355,DP,0.0181
uniforme,1,785,DP,0.0074
uniforme,1,3433,DP,0.0147
uniforme,1,4564,DP,0.026
uniforme,1,2527,DP,0.017
uniforme,1,1340,DP,0.0054
uniforme,1,738,DP,0.0034
uniforme,1,110,DP,0.0022
uniforme,1,2925,DP,0.0128
uniforme,1,2754,DP,0.0111
uniforme,1,1316,DP,0.0072
uniforme,1,961,DP,0.0074
uniforme,1,9,DP,0.0016
uniforme,1,1721,DP,0.0068
uniforme,1,4514,DP,0.0181
uniforme,3,1066,DP,0.0089
uniforme,3,3545,DP,0.054
uniforme,3,2468,DP,0.0483
uniforme,3,4008,DP,0.0588
uniforme,3,3961,DP,0.0537
uniforme,3,725,DP,0.0084
uniforme,3,1342,DP,0.0251
uniforme,3,1085,DP,0.0172
uniforme,3,3916,DP,0.1064
uniforme,3,2974,DP,0.0367
